"TARGET_WINS","TEAM_BATTING_2B","TEAM_BATTING_3B","TEAM_BATTING_HR","TEAM_BATTING_BB","TEAM_BATTING_SO","TEAM_BASERUN_SB","TEAM_PITCHING_H","TEAM_PITCHING_BB","TEAM_PITCHING_SO","TEAM_FIELDING_E","TEAM_FIELDING_DP","TEAM_BATTING_1B"
84,314,40,133,633,1085,171,1427,633,1085,131,169,940
102,326,28,166,621,1122,155,1578,621,1122,108,144,1058
97,293,23,168,728,1138,166,1463,728,1138,106,168,979
72,289,36,249,673,1129,114,1547,673,1129,133,149,973
93,313,29,208,581,1119,64,1500,581,1119,110,138,950
84,291,32,167,589,1120,71,1441,589,1120,83,149,951
87,308,30,191,557,1021,66,1466,557,1021,95,149,937
89,281,32,161,481,1037,115,1400,481,1037,89,146,926
82,275,27,174,585,1076,79,1407,585,1076,80,164,931
44,195,94,30,189,848,383,2039,286,1284,780,78,1028
48,208,90,42,386,487,429,1786,496,626,616,82,1049
60,216,40,41,283,590,420,1584,340,708,539,82,1023
71,276,42,75,456,540,305,1981,551,653,507,121,1246
53,174,75,23,353,741,315,1506,433,909,622,93,955
65,192,90,21,508,740,558,1756,601,875,722,72,1182
72,242,83,42,428,666,183,1576,459,715,299,145,1102
86,212,70,30,390,533,152,1352,413,564,260,102,965
69,179,32,98,522,901,129,1311,522,901,156,114,1002
65,202,41,97,514,958,97,1341,514,958,152,162,1001
86,226,40,80,493,824,131,1339,496,829,133,179,985
80,231,27,82,562,748,89,1457,591,787,122,173,1045
88,239,40,114,644,696,105,1440,644,696,167,192,1047
77,232,42,89,550,768,146,1448,550,768,152,166,1085
90,259,57,65,484,650,218,1490,484,650,139,147,1109
102,299,77,146,522,687,170,1549,522,687,137,145,1027
85,286,79,116,528,675,207,1596,528,675,146,160,1115
79,266,46,96,473,659,157,2355,744,1036,113,148,1089
79,273,54,109,397,722,182,1515,397,722,164,178,1079
91,261,49,154,473,840,128,1384,473,840,127,160,920
76,264,45,137,474,919,97,1403,474,919,123,153,957
83,239,40,168,523,1034,125,1443,523,1034,131,151,996
85,277,40,122,489,950,138,1437,492,956,125,148,989
92,227,41,101,554,897,154,1428,554,897,111,139,1059
82,290,41,117,523,969,119,1475,523,969,125,141,1027
72,284,42,75,439,741,131,1411,439,741,122,164,1010
84,294,35,125,428,936,100,1455,428,936,96,150,1001
90,297,54,141,530,983,197,2086,747,1385,113,144,989
79,270,39,134,534,955,135,1613,601,1074,101,189,991
75,288,38,124,532,949,196,1495,535,955,112,185,1036
67,258,35,159,564,1068,131,1496,568,1075,89,169,1035
72,276,40,135,478,990,136,1477,481,996,126,173,1017
77,281,27,150,511,840,121,1644,511,840,102,185,1186
65,277,37,152,406,898,100,1503,406,898,117,204,1037
83,288,39,162,476,926,120,1526,476,926,108,143,1037
58,261,29,150,461,1057,67,1432,461,1057,131,169,992
62,335,37,124,474,1040,65,1515,474,1040,98,189,1019
62,174,73,25,279,650,345,2050,435,1013,791,90,1044
77,175,94,20,344,469,277,2021,498,678,631,104,1108
90,232,95,19,512,618,293,1763,605,731,721,110,1145
73,242,99,30,551,441,494,1873,666,533,679,83,1178
110,222,93,56,650,474,460,1769,769,560,498,93,1125
108,231,94,54,649,453,438,1839,815,569,401,95,1085
72,236,82,27,549,514,398,1724,649,608,511,96,1113
100,193,110,32,662,532,430,1593,696,560,419,97,1179
82,219,105,57,599,375,270,1922,758,475,487,120,1138
87,282,161,52,576,364,349,2305,712,450,482,112,1369
88,234,95,48,491,393,226,2034,607,486,402,128,1268
72,215,108,35,425,333,245,1976,526,412,367,118,1240
75,248,88,29,431,313,230,2023,529,384,447,124,1283
60,174,74,19,366,351,145,1640,409,392,373,131,1201
98,237,96,31,501,324,326,2019,597,386,361,122,1331
94,245,111,38,372,535,212,1985,443,637,335,118,1272
88,173,58,22,374,574,170,1712,439,674,323,93,1205
83,211,67,18,622,445,325,1705,741,566,338,117,1135
51,164,64,31,349,566,198,1426,372,575,435,108,1079
70,150,72,27,414,670,187,1313,441,696,302,78,983
58,186,62,17,349,718,149,1297,370,741,292,91,960
69,163,77,30,459,738,199,1398,496,797,262,121,1024
61,233,77,34,519,618,190,1544,550,654,270,102,1114
71,210,94,42,392,603,204,1648,426,656,264,136,1170
79,181,95,33,396,588,182,1534,417,619,261,118,1149
85,176,80,15,334,529,140,1440,356,564,254,102,1080
99,205,84,29,373,579,197,1512,392,609,236,95,1119
75,171,84,27,358,565,139,1496,384,606,263,109,1112
73,156,80,13,273,419,145,1740,351,539,248,95,1104
80,193,76,29,299,469,130,1703,346,543,252,97,1174
98,216,104,29,378,411,74,1653,398,432,238,124,1222
82,223,91,63,346,426,97,1676,369,454,247,151,1196
80,225,85,65,447,402,75,1725,470,423,306,144,1265
97,239,57,76,470,376,36,1698,494,396,206,127,1242
75,260,66,42,503,491,80,1511,533,520,241,101,1059
82,242,74,70,590,540,86,1562,625,572,230,120,1089
84,256,82,76,436,546,48,1663,465,582,199,164,1146
85,311,62,116,408,604,64,1702,429,635,191,178,1129
69,237,54,66,420,480,87,1584,445,508,187,127,1139
74,249,66,62,455,551,64,1677,482,583,199,155,1207
70,277,45,35,410,482,58,1680,431,507,212,113,1240
66,273,56,39,497,617,73,1570,526,653,229,134,1115
75,245,86,66,664,669,72,1562,722,727,171,161,1040
89,281,60,83,597,677,62,1592,632,717,186,166,1080
93,271,74,98,553,604,59,1594,586,640,194,116,1062
105,301,73,106,631,563,38,1654,664,592,170,131,1092
86,278,37,41,614,447,61,1619,650,473,177,145,1173
66,268,54,59,511,474,47,1604,538,499,207,118,1144
92,270,75,60,662,457,79,1624,696,481,242,151,1139
100,242,69,57,718,597,104,1484,746,620,181,160,1061
99,254,53,87,770,590,93,1580,810,621,136,173,1108
88,269,57,96,632,720,120,1541,665,757,168,159,1043
102,248,49,160,671,600,123,1635,706,631,130,170,1097
94,260,48,204,639,665,81,1617,672,700,134,193,1025
100,257,38,190,622,670,92,1609,642,691,132,198,1074
102,211,34,162,702,740,95,1547,743,784,111,179,1054
110,288,62,219,689,722,95,1692,725,760,124,169,1039
97,259,59,196,667,657,48,1570,702,691,136,145,978
104,244,47,213,714,760,84,1577,756,805,141,165,985
98,223,38,188,683,776,68,1455,718,816,117,157,934
88,198,40,155,579,892,63,1466,609,938,134,143,1001
75,175,53,181,521,894,77,1435,548,940,153,208,955
91,204,48,154,614,925,87,1466,638,961,118,160,1006
86,227,40,133,556,880,100,1475,585,926,130,149,1002
94,203,42,165,627,837,90,1503,660,880,143,170,1019
100,189,64,137,562,870,194,1456,552,854,188,141,1093
99,178,34,110,453,867,124,1361,453,867,158,129,1039
80,180,39,79,438,893,141,1375,438,893,170,126,1077
97,193,32,78,492,891,172,1329,492,891,134,135,1026
95,201,27,108,430,830,94,1399,430,830,133,128,1063
73,203,38,82,485,881,56,1285,485,881,160,144,962
76,202,36,67,439,980,57,1234,439,980,144,144,929
85,185,52,97,484,823,80,1405,484,823,109,130,1071
88,234,67,88,544,846,139,1533,547,851,134,136,1135
89,213,38,95,489,755,76,1469,489,755,131,159,1123
89,186,41,102,502,821,86,1474,525,858,169,152,1081
96,220,29,111,500,800,110,1491,503,805,126,167,1122
102,231,34,139,597,820,149,1511,597,820,157,122,1107
88,217,31,118,611,825,138,1355,611,825,127,106,989
92,200,34,91,486,744,144,1371,486,744,128,154,1046
98,223,28,191,588,896,114,1484,588,896,124,160,1042
95,251,27,149,610,818,137,1435,610,818,140,138,1008
79,220,24,183,556,834,106,1443,556,834,118,123,1016
91,208,24,147,489,841,122,1444,486,836,122,148,1074
93,196,29,121,487,810,108,2134,717,1193,128,149,1103
88,222,32,138,528,804,151,1487,528,804,139,131,1095
91,197,34,146,541,925,166,1358,541,925,168,132,981
79,213,23,102,488,829,109,1316,488,829,163,146,978
95,226,28,129,539,846,136,1434,539,846,166,131,1051
73,236,23,125,445,923,128,1389,445,923,155,144,1005
95,218,25,100,440,953,132,1362,443,959,143,127,1011
78,244,17,90,513,896,82,1346,519,907,119,155,978
86,222,27,129,538,952,141,1436,538,952,130,123,1058
93,191,29,108,583,957,126,1366,583,957,123,126,1038
63,201,34,72,503,899,142,1333,503,899,173,136,1026
81,234,28,130,492,937,126,1458,492,937,132,141,1066
82,227,41,163,520,976,105,2130,739,1387,125,148,1068
90,215,33,150,516,1190,124,1396,516,1190,125,143,998
88,242,33,174,498,1079,131,1488,498,1079,116,104,1039
83,209,27,159,447,1056,137,1374,447,1056,134,154,979
77,253,23,187,594,1030,167,1480,594,1030,137,134,1017
86,265,28,211,668,1083,95,1408,668,1083,135,151,904
86,264,27,206,519,1062,89,1399,519,1062,116,138,902
92,286,29,155,428,940,96,1464,428,940,90,134,994
85,260,25,124,407,985,80,1328,407,985,119,164,919
71,284,21,149,541,1094,58,1374,541,1094,106,141,920
88,307,58,153,601,959,128,1552,601,959,115,174,1034
87,190,107,23,234,509,349,2485,391,850,787,90,1168
102,228,104,26,219,612,311,2259,329,918,639,94,1148
77,182,120,27,220,648,330,2063,318,937,665,88,1097
79,217,105,24,488,665,241,1836,581,792,706,119,1195
91,231,117,32,519,424,555,2014,618,505,684,77,1311
58,220,80,17,386,725,382,1694,463,870,731,90,1095
32,200,88,26,376,612,238,1721,441,718,686,114,1152
108,191,80,18,503,565,419,1973,617,693,466,100,1319
64,154,82,20,524,559,272,1744,620,661,542,119,1219
67,142,65,19,461,541,293,1372,491,577,500,107,1061
65,229,95,25,629,397,263,1991,815,515,425,122,1187
45,216,110,52,436,454,270,1873,543,566,533,111,1125
43,211,90,42,428,399,193,2018,529,493,590,131,1289
47,176,99,46,459,528,241,1830,568,653,587,119,1159
65,199,87,50,461,565,243,1859,574,704,492,120,1156
75,161,76,34,402,460,252,1599,431,494,410,118,1219
80,205,72,43,465,400,248,1686,496,426,407,125,1262
64,179,27,125,626,1015,167,1276,626,1015,167,149,945
65,202,24,126,592,985,91,1305,592,985,136,142,953
69,161,23,105,546,930,83,1202,549,936,139,153,906
68,173,23,91,490,901,66,1298,509,936,144,151,963
74,229,40,145,563,977,110,1399,563,977,145,167,985
68,242,34,146,553,922,65,1343,553,922,180,162,921
66,171,38,89,514,915,62,1342,517,921,153,161,1036
67,255,46,125,443,862,85,1425,443,862,139,165,999
93,265,38,173,520,805,95,1530,520,805,150,144,1054
96,293,41,186,552,750,101,1572,555,755,128,154,1042
86,298,36,203,455,745,131,1555,455,745,147,189,1018
92,257,30,143,446,685,58,2122,663,1018,117,201,998
95,277,41,216,484,714,84,1599,484,714,125,185,1065
87,281,57,132,475,665,101,1556,475,665,113,162,1086
71,252,44,102,465,751,69,1485,468,756,143,154,1078
77,257,38,128,533,992,101,1411,536,998,147,147,979
91,272,46,163,598,1040,176,1552,598,1040,145,155,1071
87,258,26,113,439,911,159,1409,439,911,120,146,1012
81,235,32,126,455,791,165,1415,455,791,155,164,1022
74,247,36,128,519,821,164,1408,519,821,149,152,997
83,247,53,116,556,802,106,1523,556,802,118,176,1107
75,335,30,139,587,958,83,2074,827,1350,120,183,968
73,280,47,144,565,900,118,1682,636,1013,118,209,1024
80,304,40,178,624,986,101,1578,624,986,134,180,1056
78,296,27,136,497,973,104,1433,500,979,126,172,965
74,266,17,152,532,1039,81,1439,532,1039,110,192,1004
74,301,30,166,662,1072,82,1543,666,1079,128,143,1036
73,297,25,177,620,1245,72,1366,620,1245,118,187,867
68,273,30,209,488,1399,66,1378,488,1399,103,156,866
56,269,29,139,500,1125,94,1369,500,1125,103,154,932
68,266,24,196,547,1221,99,1423,547,1221,114,142,937
67,297,32,136,543,1320,139,1374,546,1328,118,133,901
81,327,19,175,531,1162,79,1413,531,1162,119,139,892
75,301,20,180,502,1233,71,1400,502,1233,117,126,899
74,233,101,40,434,414,155,1903,529,504,393,118,1188
73,312,79,56,392,353,144,1899,467,420,376,83,1147
51,203,85,20,304,547,155,1491,359,647,310,102,953
69,207,73,24,320,763,181,1291,343,793,342,82,899
59,156,70,28,330,659,252,1376,356,695,295,84,1020
53,144,62,13,418,521,239,1431,448,544,332,74,1115
45,159,44,10,342,729,145,1263,365,756,298,107,972
71,156,49,10,482,612,206,1353,517,643,283,106,1046
67,167,57,17,490,500,226,1447,515,507,322,95,1135
97,215,92,21,503,522,292,1474,536,543,317,98,1055
95,164,85,20,463,626,302,1418,487,659,276,128,1079
85,185,85,19,494,673,231,1378,520,708,265,122,1021
90,161,84,13,485,573,197,1373,514,607,244,107,1039
80,180,64,13,566,632,196,1388,599,669,246,126,1054
78,183,74,4,529,608,176,1388,560,644,266,134,1050
91,197,62,5,476,457,173,1833,602,578,286,120,1184
65,205,73,28,481,591,164,1658,557,684,263,100,1127
72,248,86,38,461,579,172,1733,491,617,247,101,1254
85,254,102,44,489,500,118,1645,518,529,248,162,1154
73,241,80,47,482,465,99,1543,507,489,211,169,1099
79,237,98,28,563,474,108,1609,596,502,226,193,1157
97,268,93,23,540,412,121,1724,568,433,180,157,1255
103,269,76,60,572,458,144,1815,614,491,185,178,1287
87,264,105,46,599,399,132,1779,647,431,199,139,1232
89,282,92,31,524,378,140,1714,551,398,204,131,1224
79,291,98,42,506,410,116,1670,532,431,189,154,1157
76,260,70,51,593,426,92,1641,632,454,204,166,1159
99,316,103,60,565,461,106,1793,594,485,163,158,1225
97,324,98,52,506,483,76,1757,532,508,149,156,1196
98,319,105,64,531,465,74,1732,559,489,131,165,1158
106,299,92,64,574,421,69,1801,612,449,142,159,1235
70,296,75,54,608,476,50,1717,648,507,172,178,1186
71,270,101,34,631,430,57,1784,668,455,181,197,1280
77,259,89,50,626,533,65,1748,663,564,180,192,1253
80,298,77,91,615,407,70,1844,660,437,192,192,1253
69,265,84,47,583,490,100,1685,621,522,218,178,1185
67,280,70,55,492,530,99,1607,518,558,202,175,1123
74,270,84,55,494,513,83,1662,520,540,198,178,1171
67,240,53,43,623,575,105,1570,668,617,238,143,1127
89,259,53,50,641,613,150,1489,679,649,190,154,1044
67,196,44,35,494,502,134,1534,520,528,229,164,1183
92,207,66,28,573,514,116,1521,603,541,193,130,1145
67,196,50,44,552,562,56,1365,581,591,149,159,1008
59,215,79,33,601,606,80,1396,636,642,163,152,991
53,218,43,85,624,521,48,1472,656,548,169,177,1053
70,200,56,80,706,637,44,1511,743,670,176,190,1100
65,255,47,57,589,542,47,1548,620,570,168,156,1113
81,245,56,74,635,644,69,1538,677,686,128,184,1068
69,198,73,85,642,756,39,1430,675,795,144,181,1003
56,187,57,84,566,688,26,1413,595,724,162,179,1015
62,208,65,118,726,923,39,1441,764,971,177,182,979
64,169,40,127,502,790,23,1372,528,831,124,171,968
66,182,34,171,544,927,54,1334,572,975,170,147,881
77,216,45,155,614,929,55,1420,646,977,174,167,934
71,218,41,169,604,851,48,1387,612,862,176,152,942
91,215,39,185,649,823,33,1445,649,823,129,173,1006
92,224,35,226,550,918,32,1426,553,924,145,141,932
79,227,46,221,553,1019,46,1413,553,1019,145,131,919
89,219,33,144,513,844,67,1341,513,844,139,118,945
91,216,48,131,512,976,55,1309,512,976,132,123,914
79,207,41,105,445,966,98,1274,445,966,170,117,921
97,246,32,163,599,906,115,1520,599,906,150,177,1079
98,230,41,153,501,905,57,1438,501,905,123,130,1014
75,199,31,117,518,857,67,1442,524,868,118,136,1077
81,191,33,98,503,952,56,1413,529,1001,167,140,1021
81,240,44,120,598,954,87,1521,598,954,139,147,1117
82,190,37,111,520,791,74,1530,520,791,151,164,1192
77,219,29,123,574,760,83,1554,585,774,172,150,1154
85,222,51,81,550,714,146,1526,550,714,172,182,1172
85,275,60,124,566,759,106,1608,570,764,145,185,1139
77,254,46,100,439,707,62,1486,442,711,147,193,1077
61,218,54,70,409,739,51,1953,608,1098,138,153,972
60,234,44,148,474,887,38,1427,474,887,105,162,1001
70,280,41,141,467,802,44,1463,467,802,118,170,1001
81,259,33,114,437,735,39,1473,437,735,120,134,1067
85,258,35,196,523,898,113,1422,523,898,98,147,933
91,294,31,151,528,832,107,1508,528,832,83,155,1032
80,278,35,117,478,743,111,1542,478,743,107,141,1112
74,281,39,100,445,749,96,1458,445,749,101,161,1038
95,270,42,140,526,747,107,1557,526,747,94,161,1105
90,275,27,104,527,834,123,1544,527,834,94,155,1138
71,261,27,121,493,850,83,1480,493,850,100,160,1071
76,343,33,148,515,910,135,2245,738,1305,108,142,1042
63,304,38,135,530,1031,118,1770,596,1160,113,159,1096
78,332,47,118,576,958,143,1633,576,958,94,142,1136
68,305,40,132,495,1121,151,1522,495,1121,100,170,1045
70,285,32,115,506,915,112,1499,506,915,108,135,1067
69,325,49,116,556,1021,90,1516,556,1021,102,155,1026
85,328,38,164,495,1083,146,1514,495,1083,108,121,984
95,350,36,168,475,1096,79,1536,478,1103,74,125,973
90,318,45,155,512,1027,94,1567,512,1027,87,114,1049
92,310,24,191,513,982,116,1494,513,982,101,158,969
83,269,32,134,485,978,102,1441,485,978,102,171,1006
96,275,34,143,490,872,101,1608,490,872,84,135,1156
93,244,95,35,498,679,289,1653,527,719,291,120,1187
85,224,85,18,467,586,196,1457,498,625,255,132,1040
92,252,120,82,601,450,286,2131,743,556,555,125,1269
41,168,41,141,624,1003,60,1351,632,1016,213,169,984
51,156,35,96,457,1078,41,1168,457,1078,208,151,881
50,203,27,107,392,1129,28,1202,392,1129,169,153,865
66,188,35,99,449,998,55,1302,452,1004,160,172,972
61,178,23,83,362,981,58,1288,362,981,157,147,1004
73,178,30,81,379,1203,72,1252,379,1203,133,142,963
100,184,41,109,527,1089,66,1311,527,1089,122,146,977
83,211,42,120,684,1062,118,1358,684,1062,124,136,985
86,182,32,109,612,1028,43,1244,636,1068,120,127,875
83,199,24,86,543,810,27,1361,546,815,127,141,1044
71,183,22,96,597,735,43,1286,597,735,158,150,985
82,217,34,101,501,805,32,1430,501,805,151,144,1078
86,198,34,102,561,797,66,1334,561,797,131,116,1000
64,227,30,88,529,887,98,1319,529,887,134,132,974
66,227,47,86,549,829,100,1332,549,829,132,160,972
63,255,41,74,498,817,135,1399,498,817,140,168,1029
67,218,41,61,501,840,158,1407,501,840,154,132,1087
65,227,26,97,456,1005,137,1361,456,1005,175,134,1011
90,235,25,107,500,1001,149,1400,500,1001,129,154,1033
98,239,35,134,546,872,117,1425,546,872,115,138,1017
108,261,31,148,631,968,118,1462,631,968,138,145,1022
92,287,34,192,592,1012,159,1499,592,1012,137,137,986
101,254,24,154,551,853,142,1422,558,864,116,129,972
87,280,21,147,504,934,158,1351,504,934,144,110,903
91,278,21,172,536,851,110,1410,536,851,132,107,939
77,252,24,118,582,794,154,1321,586,799,144,113,919
72,259,17,93,572,956,129,1254,572,956,116,134,885
59,228,37,158,448,879,79,1350,448,879,156,143,927
78,245,38,141,502,1118,65,1674,565,1258,129,141,1064
71,267,47,147,445,1069,97,1515,445,1069,157,163,1054
88,274,28,153,550,1029,97,1448,550,1029,117,165,993
88,289,24,136,572,1049,62,1425,572,1049,101,151,976
96,295,14,180,713,988,149,1534,709,982,68,146,1054
94,282,20,198,675,1037,66,1445,675,1037,118,121,945
82,273,18,147,545,1062,66,1361,545,1062,101,132,923
75,239,22,161,489,1050,88,1427,492,1057,145,139,996
66,264,24,125,492,1041,70,1333,495,1047,119,159,912
71,289,20,185,512,1159,107,1376,512,1159,137,144,882
83,279,32,175,486,1075,153,1421,486,1075,106,146,935
91,187,98,10,240,437,296,2514,405,737,660,99,1195
114,235,97,33,307,477,299,2412,465,722,668,105,1228
64,130,86,22,396,694,144,1507,475,833,654,123,1018
54,235,80,26,535,564,372,1776,652,687,765,100,1117
59,237,126,39,490,504,222,1816,575,592,407,128,1145
87,233,75,22,401,562,193,1660,485,679,319,105,1043
99,209,98,29,335,588,175,1559,359,631,295,97,1117
77,177,66,25,391,591,217,1451,425,629,319,96,1067
97,178,83,18,355,455,206,1559,381,481,292,74,1174
77,164,73,16,333,506,225,1507,365,542,368,86,1124
54,149,53,14,303,643,243,1317,319,651,356,82,1036
94,176,80,21,498,535,309,1443,534,563,307,102,1068
81,203,102,27,525,419,287,1560,560,435,341,106,1132
53,179,84,19,493,439,263,1500,525,449,401,82,1125
61,166,48,9,573,662,218,1331,615,710,307,101,1018
74,157,55,13,607,748,264,1265,639,787,235,98,978
74,178,53,33,608,713,211,1319,648,760,229,126,974
84,204,62,37,543,665,188,1413,571,700,230,125,1040
75,182,55,29,525,566,144,1374,556,599,238,137,1032
79,211,59,26,483,487,116,1882,636,641,212,180,1133
93,225,57,52,450,558,118,1732,524,650,225,126,1152
100,282,75,121,567,659,67,1602,596,693,203,136,1045
104,302,92,142,623,602,94,1767,660,637,233,146,1133
99,231,79,100,523,560,65,1664,550,589,163,128,1172
104,246,84,112,555,550,74,1765,592,586,153,140,1214
95,264,92,104,509,448,74,1722,542,477,164,140,1156
73,260,78,116,494,507,70,1627,520,533,170,158,1093
96,276,79,127,675,610,83,1668,710,642,220,123,1104
116,306,108,166,668,636,95,1819,703,669,206,129,1149
106,283,83,140,591,572,54,1746,622,602,209,143,1154
93,276,78,149,583,545,54,1756,613,573,188,160,1166
113,293,86,168,806,554,81,1730,848,583,200,130,1098
98,260,81,156,756,546,82,1744,816,590,177,132,1118
99,238,64,142,736,628,75,1654,774,661,168,159,1128
106,302,67,185,798,657,97,1681,851,700,180,180,1023
114,278,59,178,752,583,77,1751,807,625,135,171,1117
93,256,69,163,682,637,62,1517,717,670,160,166,954
106,256,63,159,648,594,54,1620,682,625,174,206,1062
108,235,60,114,622,585,73,1581,654,615,149,200,1094
103,229,62,105,656,591,48,1494,690,622,168,175,1024
87,227,78,101,550,660,96,1560,579,694,164,179,1077
86,201,65,99,659,604,68,1525,702,644,187,181,1066
92,219,53,143,660,743,50,1411,694,782,155,183,926
102,242,76,121,642,611,28,1593,675,643,115,159,1075
102,226,63,121,769,567,61,1545,809,596,144,205,1059
103,246,74,167,723,487,43,1672,761,512,125,198,1102
103,219,50,147,636,575,82,1543,669,605,151,200,1051
100,232,59,136,595,686,55,1561,626,722,134,209,1057
106,242,56,149,704,691,36,1634,755,741,135,195,1076
108,226,62,140,684,665,36,1550,720,700,134,208,1045
101,188,58,184,641,692,58,1485,674,728,135,189,982
102,203,58,200,647,794,54,1585,681,835,142,225,1046
97,223,41,173,565,865,50,1570,594,910,135,191,1055
83,236,42,161,481,871,47,1546,506,916,138,168,1031
102,226,42,203,565,860,39,1524,594,905,136,170,978
109,194,40,240,543,785,28,1461,543,785,124,180,987
96,240,29,199,584,842,42,1509,584,842,131,151,1041
105,198,35,189,437,813,42,1405,440,818,109,163,974
99,208,35,162,520,976,54,1442,520,976,107,158,1037
77,196,31,149,489,951,35,1286,489,951,137,166,910
71,185,37,165,494,832,50,1302,503,848,145,145,891
72,166,17,100,532,1043,63,1225,532,1043,154,144,942
83,154,34,109,566,958,90,1137,566,958,139,142,840
80,211,44,95,569,845,120,1263,573,850,132,159,905
93,208,41,111,588,808,105,1381,588,808,130,146,1021
82,195,43,97,581,717,75,1377,581,717,125,159,1042
83,210,25,108,513,720,74,1407,536,753,140,187,1003
80,212,17,131,489,680,47,1435,489,680,156,172,1075
89,220,30,101,515,690,53,1451,515,690,142,158,1100
84,233,39,111,492,719,103,1466,498,728,137,150,1065
99,235,37,122,479,628,166,1553,488,640,128,144,1130
100,267,47,184,533,681,93,1576,533,681,132,151,1078
99,227,38,124,502,691,97,1471,499,687,112,133,1091
103,239,34,189,643,739,86,1484,643,739,138,160,1022
89,224,33,151,592,657,71,2038,896,995,109,151,938
79,225,37,161,590,719,69,1417,590,719,128,158,994
91,269,40,153,533,686,84,1535,533,686,139,157,1073
87,275,32,130,534,673,62,1560,534,673,142,177,1123
98,274,31,177,624,776,156,1476,628,781,124,173,985
90,275,23,188,645,911,139,1512,645,911,127,153,1026
89,239,16,196,604,949,105,1445,604,949,102,155,994
86,274,12,149,592,941,147,1487,596,947,135,162,1043
74,230,23,131,505,836,138,1488,508,841,123,184,1095
71,249,19,147,473,861,109,1418,473,861,133,181,1003
88,294,24,178,629,910,39,1568,629,910,101,166,1072
100,341,23,199,760,946,79,2374,1090,1356,115,175,1093
89,315,38,137,703,957,56,1728,791,1077,82,136,1046
92,293,28,162,632,909,96,1621,632,909,91,146,1138
96,325,23,161,676,954,99,1636,676,954,105,156,1127
114,290,31,207,653,1025,153,1625,653,1025,98,146,1097
98,302,36,193,718,978,104,1568,718,978,111,130,1037
88,296,25,206,635,1013,100,1561,639,1019,110,136,1024
96,293,20,206,525,1048,163,1526,532,1061,110,134,988
104,316,12,224,644,1178,101,1560,648,1185,128,118,998
101,304,14,230,684,1042,98,1518,684,1042,114,126,970
101,281,20,242,670,982,84,1483,670,982,99,148,940
95,259,16,229,637,989,84,1552,637,989,95,151,1048
97,327,21,210,649,1053,139,1608,649,1053,104,145,1050
88,285,104,42,359,410,206,1999,428,488,394,111,1247
99,280,80,45,409,349,239,1943,487,416,317,89,1226
90,272,82,38,322,616,188,1780,386,739,260,79,1091
87,211,83,33,336,649,147,1457,360,696,268,72,1031
101,280,56,26,412,609,208,1570,451,659,290,104,1072
87,238,55,36,430,674,184,1505,480,741,298,96,1018
98,249,48,25,429,587,153,1590,479,654,294,75,1101
72,194,53,22,390,765,123,1268,413,790,288,72,929
101,197,93,22,427,596,217,1409,452,619,259,97,1019
110,206,113,21,442,427,224,1602,477,464,248,126,1143
108,254,100,38,455,351,242,1772,488,381,245,107,1260
106,176,85,31,581,551,246,1582,619,587,227,124,1192
46,195,77,17,465,676,135,1367,496,720,360,126,994
38,179,69,20,430,668,160,1358,455,707,330,133,1015
58,187,66,18,461,550,119,1453,488,582,266,112,1101
66,157,56,28,434,614,105,1664,549,777,289,172,1074
42,203,82,41,404,654,119,1548,467,757,297,111,1012
50,231,52,46,371,624,53,1465,390,656,281,133,1064
56,271,68,87,449,598,72,1678,475,633,293,152,1159
68,241,66,117,460,622,63,1559,484,654,229,125,1058
74,244,68,56,474,551,77,1599,505,587,240,135,1132
76,268,63,67,399,514,84,1657,425,548,193,167,1157
94,318,84,81,483,460,71,1884,515,490,228,158,1285
104,342,79,94,564,468,62,1727,597,496,194,131,1116
112,311,82,132,586,475,66,1795,633,513,160,126,1137
107,336,78,131,630,559,50,1741,663,588,153,127,1110
114,331,68,126,563,579,27,1754,600,617,149,161,1121
99,319,55,181,681,663,40,1777,716,697,129,149,1134
85,320,60,149,671,663,36,1749,720,711,218,130,1101
73,255,54,156,530,631,62,1739,572,681,212,179,1145
63,264,48,122,516,655,47,1737,561,712,205,163,1164
56,254,64,76,555,625,62,1618,588,662,220,161,1134
58,298,64,101,625,598,102,1609,671,642,212,161,1037
56,259,66,104,645,629,69,1602,687,670,217,127,1074
57,255,56,110,585,690,50,1539,615,726,250,138,1042
67,252,73,89,604,619,28,1583,635,651,210,158,1091
58,224,48,35,463,515,46,1455,487,542,198,130,1076
52,183,46,27,452,489,58,1349,475,514,170,156,1026
76,178,49,38,444,515,44,1510,467,542,183,134,1170
56,217,40,36,485,500,27,1513,524,540,164,173,1108
52,231,54,42,507,625,41,1457,533,657,176,148,1058
88,243,49,72,764,550,42,1489,804,579,119,189,1051
85,225,52,86,824,519,38,1473,867,546,147,228,1037
55,215,56,105,721,519,44,1506,758,546,163,219,1056
74,276,45,107,712,594,49,1528,749,625,142,215,1025
62,216,40,122,524,633,43,1547,551,666,143,169,1093
54,201,43,99,530,712,32,1359,558,749,175,171,949
66,199,48,127,487,763,23,1543,512,803,154,183,1093
62,206,42,176,385,805,37,1415,408,852,132,172,912
77,206,53,145,475,786,23,1435,500,827,131,175,960
69,243,45,123,506,821,36,1531,532,864,167,164,1044
61,217,47,91,584,777,58,1358,588,782,175,161,995
72,220,58,116,556,803,76,1467,556,803,132,131,1073
73,225,38,95,529,829,47,1356,529,829,124,131,998
57,216,29,166,548,1104,34,1321,548,1104,154,152,910
